open_time,trade_id,direction,entry_price,exit_price,pnl_usd,exit_reason,grade,hour,day_of_week,session,m15_atr,m15_atr_ratio,m15_rsi,m15_vol_z,m15_body_ratio,m15_spread,vol_spike,vol_abnormal,h4_trend,h4_ema20,h4_rsi,h4_atr,counter_trend,h4_trend_strength,h4_consec_bear,h4_consec_bull,price_extension,group
2024-10-17 15:45:00+00:00,1042,LONG,2680.6600000000003,2688.7069435079893,273.6,TP,A+,15,Thursday,NY,347.4,1.43,47.7,1.68,0.78,15.0,False,False,UP,2666.23,64.2,1140.7,False,1105.0,1,0,1.26,WIN
2024-10-25 10:00:00+00:00,1050,SHORT,2728.7799999999997,2723.039029719783,269.83,TP,A+,10,Friday,London,244.2,1.06,49.1,0.52,0.99,15.0,False,False,UP,2728.97,48.0,1129.2,True,1736.5,3,0,0.85,WIN
2024-11-05 15:15:00+00:00,1060,LONG,2741.98,2748.8128044200207,273.31,TP,A+,15,Tuesday,NY,283.1,1.13,56.9,2.95,0.6,15.0,False,True,DOWN,2745.64,48.3,1142.7,True,307.1,0,2,0.08,WIN
2024-11-06 08:00:00+00:00,1061,SHORT,2732.5899999999997,2718.1499999999996,259.92,TP,B,8,Wednesday,London,478.2,1.35,39.9,-0.15,0.82,15.0,False,False,DOWN,2742.81,33.5,1409.9,False,388.6,2,0,1.29,WIN
2024-11-06 14:45:00+00:00,1062,SHORT,2695.1,2669.2479608424446,284.37,TP,B,14,Wednesday,NY,760.5,1.29,31.2,-0.03,0.93,15.0,False,False,DOWN,2735.26,18.8,1820.9,False,602.9,3,0,3.9,WIN
2024-11-08 08:00:00+00:00,1064,SHORT,2690.5899999999997,2681.8218065334027,333.19,TP,A+,8,Friday,London,310.7,0.77,34.6,1.45,0.67,15.0,False,False,DOWN,2700.85,42.5,1707.4,False,1973.8,3,0,0.68,WIN
2024-11-11 09:00:00+00:00,1065,SHORT,2672.0699999999997,2665.700940285099,242.02,TP,A+,9,Monday,London,310.5,0.99,45.0,1.64,0.24,15.0,False,False,DOWN,2690.55,35.8,1545.2,False,2136.2,5,0,1.54,WIN
2024-11-11 14:00:00+00:00,1066,SHORT,2660.0899999999997,2650.988710330174,300.34,TP,A+,14,Monday,NY,365.6,1.2,33.8,1.07,0.62,15.0,False,False,DOWN,2685.33,26.5,1734.6,False,2435.4,6,0,2.87,WIN
2024-11-19 10:00:00+00:00,1076,LONG,2619.4500000000003,2631.3805440526107,536.87,TP,A+,10,Tuesday,London,268.8,1.1,48.7,0.72,0.2,15.0,False,False,DOWN,2598.17,65.0,1471.9,True,2126.8,0,7,2.18,WIN
2024-11-22 08:15:00+00:00,1079,LONG,2688.11,2698.1034909822315,289.81,TP,B,8,Friday,London,328.9,0.97,63.6,0.24,0.03,15.0,False,False,UP,2654.15,77.3,1358.3,False,1637.9,0,3,3.62,WIN
2024-11-25 15:45:00+00:00,1082,SHORT,2678.24,2663.3399999999997,387.4,TP,A+,15,Monday,NY,493.1,0.91,47.9,1.68,0.62,15.0,False,False,UP,2671.04,56.4,1744.7,True,2779.7,0,2,0.41,WIN
2024-12-09 14:15:00+00:00,1093,LONG,2656.0400000000004,2667.8894122857037,355.48,TP,B,14,Monday,NY,315.3,0.84,60.8,-1.53,0.62,15.0,False,False,UP,2643.44,60.6,1507.2,False,220.8,0,2,1.46,WIN
2024-12-17 10:00:00+00:00,1102,SHORT,2650.43,2642.436356072268,359.71,TP,A+,10,Tuesday,London,278.7,1.22,44.0,0.9,0.95,15.0,False,False,DOWN,2663.47,34.8,1228.7,False,259.9,2,0,1.93,WIN
2024-12-30 15:00:00+00:00,1111,SHORT,2619.1,2607.2070819809824,511.4,TP,A+,15,Monday,NY,292.2,1.25,54.2,2.74,0.68,15.0,False,True,DOWN,2620.49,37.4,1033.8,False,474.0,3,0,1.34,WIN
